Year,Location,Area,Rainfall,Soil,temperature,Irrigation,Yeilds,Humidity,crop,Demand,Price
2021,Odisha,33,1388.0,Red,38,Surface,74931.32,40,Paddy,10.0,36.17
2021,Chhattisgarh,18,1420.0,Red,31,Basin,42627.5,35,Maize,0.3,26.24
2021,Odisha,22,1704.0,Red,33,Basin,13531.2,35,Groundnut,6.0,79.97
2021,Punjab,20,572.0,Black,37,Furrow,49713.58,50,Paddy,10.0,33.7
2021,Punjab,9,603.0,Alluvial,43,Drip,31183.92,50,Wheat,7.0,30.39
2021,Assam,25,3110.0,Alluvial,36,Basin,46800.87,50,Paddy,10.0,33.7
2021,Andhra Pradesh,5,825.0,Black,24,Sprinkler,1301.6,60,Cotton,5.0,72.16
2021,West Bengal,24,1302.0,Alluvial,37,Basin,4221.35,40,Cotton,5.0,65.1
2021,Tamil Nadu,39,1016.0,Red,26,Sprinkler,50334.25,60,Groundnut,6.0,75.22
2021,Chhattisgarh,27,1529.0,Laterite,27,Basin,52547.42,45,Maize,0.3,26.24
2021,Punjab,43,750.0,Alluvial,42,Sprinkler,128464.77,50,Wheat,7.0,30.39
2021,Chhattisgarh,27,1127.0,Laterite,25,Drip,63145.57,45,Maize,0.3,26.24
2021,Odisha,30,1221.0,Red,34,Basin,30308.67,40,Groundnut,6.0,79.97
2021,Assam,28,2596.0,Laterite,34,Basin,57935.54,50,Paddy,10.0,33.7
2021,Andhra Pradesh,19,841.0,Red,30,Drip,6418.3,60,Cotton,5.0,72.16
2021,Odisha,21,1716.0,Red,29,Basin,40882.29,60,Paddy,10.0,36.17
2021,Tamil Nadu,31,1119.0,Laterite,41,Drip,29897.85,35,Groundnut,6.0,75.22
2021,Tamil Nadu,13,1008.0,Red,44,Sprinkler,10451.23,50,Groundnut,6.0,75.22
2021,Telangana,5,1069.0,Red,42,Sprinkler,8761.86,50,Paddy,10.0,36.17
2021,West Bengal,11,1542.0,Alluvial,32,Surface,23172.84,40,Paddy,10.0,31.24
2021,Andhra Pradesh,24,1086.0,Red,38,Drip,5945.06,50,Cotton,5.0,72.16
2021,Chhattisgarh,3,1368.0,Red,25,Surface,6223.74,60,Maize,0.3,26.24
2021,Tamil Nadu,44,1196.0,Laterite,44,Basin,24484.42,50,Groundnut,6.0,75.22
2021,Punjab,7,605.0,Alluvial,42,Drip,3262.58,50,Cotton,5.0,65.1
2021,Uttar Pradesh,17,694.0,Black,43,Drip,4722.4,40,Cotton,5.0,67.45
2021,Telangana,22,1033.0,Laterite,32,Sprinkler,40986.54,50,Paddy,10.0,36.17
2021,Chhattisgarh,28,1173.0,Red,38,Surface,65255.63,50,Wheat,7.0,29.19
2021,Chhattisgarh,48,1492.0,Red,29,Surface,96781.96,60,Paddy,10.0,32.47
2021,Uttar Pradesh,44,1119.0,Black,43,Drip,105632.84,50,Groundnut,6.0,65.72
2021,Assam,26,2669.0,Alluvial,42,Basin,34421.2,50,Jute,4.0,58.66
2021,Andhra Pradesh,10,903.0,Black,36,Sprinkler,2391.49,50,Cotton,5.0,72.16
2021,Odisha,22,1373.0,Red,27,Surface,6589.61,45,Cotton,5.0,74.51
2021,Chhattisgarh,38,1011.0,Red,42,Drip,80584.64,35,Paddy,10.0,32.47
2021,West Bengal,27,2882.0,Laterite,41,Surface,42167.18,50,Paddy,10.0,31.24
2021,Andhra Pradesh,48,1001.0,Red,24,Sprinkler,72190.31,60,Paddy,10.0,34.94
2021,Chhattisgarh,3,1085.0,Laterite,36,Sprinkler,8013.15,50,Wheat,7.0,29.19
2021,Andhra Pradesh,45,1124.0,Red,39,Sprinkler,12094.95,50,Cotton,5.0,72.16
2021,Odisha,20,1580.0,Laterite,37,Surface,36056.06,40,Paddy,10.0,36.17
2021,West Bengal,10,1349.0,Alluvial,35,Basin,5630.78,40,Greengram,5.0,106.26
2021,Assam,39,2786.0,Red,36,Basin,41987.42,40,Tea,-6.0,174.09
2021,West Bengal,43,1921.0,Saline,26,Basin,21830.41,60,Greengram,5.0,106.26
2021,Odisha,6,1387.0,Laterite,33,Basin,1538.31,40,Cotton,5.0,74.51
2021,Chhattisgarh,45,1597.0,Laterite,28,Basin,118247.49,45,Wheat,7.0,29.19
2021,Odisha,30,1751.0,Laterite,31,Basin,59206.6,40,Paddy,10.0,36.17
2021,West Bengal,34,2247.0,Alluvial,25,Surface,18327.16,50,Greengram,5.0,106.26
2021,Andhra Pradesh,31,1167.0,Red,43,Surface,21150.92,50,Groundnut,6.0,77.59
2021,Chhattisgarh,18,1093.0,Red,40,Sprinkler,43971.1,50,Paddy,10.0,32.47
2021,West Bengal,39,1931.0,Laterite,24,Basin,70968.18,60,Paddy,10.0,31.24
2021,West Bengal,39,1727.0,Laterite,29,Basin,5021.26,60,Cotton,5.0,65.1
2021,Odisha,40,1456.0,Laterite,38,Basin,11271.56,40,Cotton,5.0,74.51
2021,Andhra Pradesh,50,854.0,Red,44,Sprinkler,11600.95,50,Cotton,5.0,72.16
2021,West Bengal,17,2540.0,Laterite,26,Basin,1912.36,60,Cotton,5.0,65.1
2021,Chhattisgarh,38,1118.0,Laterite,34,Drip,114058.64,50,Maize,0.3,26.24
2021,Odisha,39,1320.0,Red,43,Basin,56026.29,50,Paddy,10.0,36.17
2021,Odisha,47,1729.0,Red,35,Surface,11004.91,35,Cotton,5.0,74.51
2021,Punjab,9,543.0,Alluvial,34,Drip,21189.68,50,Paddy,10.0,33.7
2021,Uttar Pradesh,39,839.0,Black,25,Drip,70793.09,60,Groundnut,6.0,65.72
2021,Tamil Nadu,11,1002.0,Red,23,Drip,8052.41,45,Groundnut,6.0,75.22
2021,Uttar Pradesh,29,816.0,Black,32,Drip,8375.1,40,Cotton,5.0,67.45
2021,Assam,38,3050.0,Red,34,Basin,40799.3,40,Tea,-6.0,174.09
2021,Andhra Pradesh,38,910.0,Laterite,39,Drip,94802.41,35,Paddy,10.0,34.94
2021,Andhra Pradesh,44,1043.0,Black,26,Sprinkler,12539.87,60,Cotton,5.0,72.16
2021,Odisha,12,1660.0,Laterite,42,Surface,11135.47,50,Groundnut,6.0,79.97
2021,Punjab,25,673.0,Black,27,Drip,108294.47,50,Wheat,7.0,30.39
2021,Assam,39,2108.0,Alluvial,35,Surface,58005.54,40,Jute,4.0,58.66
2021,Odisha,33,1530.0,Red,31,Basin,25215.33,40,Groundnut,6.0,79.97
2021,Telangana,28,1019.0,Black,27,Sprinkler,80840.9,45,Paddy,10.0,36.17
2021,West Bengal,49,1354.0,Saline,36,Surface,26530.73,40,Greengram,5.0,106.26
2021,Chhattisgarh,29,1366.0,Red,38,Basin,77729.94,50,Wheat,7.0,29.19
2021,Uttar Pradesh,40,864.0,Alluvial,25,Sprinkler,24143.72,60,Greengram,5.0,100.38
2021,Tamil Nadu,31,939.0,Laterite,23,Sprinkler,10049.08,45,Cotton,5.0,70.98
2021,Andhra Pradesh,22,977.0,Black,42,Drip,33667.01,35,Paddy,10.0,34.94
2021,Telangana,28,1040.0,Laterite,30,Drip,59175.26,45,Groundnut,6.0,79.97
2021,Uttar Pradesh,41,619.0,Black,31,Drip,74776.59,40,Paddy,10.0,32.47
2021,Uttar Pradesh,20,774.0,Black,36,Sprinkler,9403.88,40,Greengram,5.0,100.38
2021,Assam,35,3070.0,Alluvial,25,Surface,58385.17,50,Jute,4.0,58.66
2021,Andhra Pradesh,8,816.0,Black,26,Furrow,20676.19,60,Paddy,10.0,34.94
2021,Tamil Nadu,28,845.0,Red,23,Drip,68117.42,45,Paddy,10.0,33.7
2021,Telangana,11,1156.0,Black,27,Surface,14349.94,45,Groundnut,6.0,79.97
2021,Andhra Pradesh,21,993.0,Black,43,Sprinkler,5282.58,50,Cotton,5.0,72.16
2021,Telangana,37,1068.0,Red,25,Sprinkler,19590.29,60,Cotton,5.0,74.51
2021,Andhra Pradesh,6,1119.0,Red,26,Sprinkler,1621.04,60,Cotton,5.0,72.16
2021,Odisha,37,1736.0,Laterite,34,Basin,37732.12,40,Groundnut,6.0,79.97
2021,Chhattisgarh,36,1109.0,Red,29,Drip,90899.82,45,Maize,0.3,26.24
2021,Andhra Pradesh,14,1098.0,Laterite,44,Drip,11360.71,50,Groundnut,6.0,77.59
2021,Punjab,21,675.0,Alluvial,35,Drip,79388.75,40,Wheat,7.0,30.39
2021,West Bengal,37,2774.0,Alluvial,29,Basin,6142.3,50,Cotton,5.0,65.1
2021,Telangana,4,889.0,Red,39,Sprinkler,7824.71,50,Groundnut,6.0,79.97
2021,Odisha,26,1625.0,Laterite,30,Basin,6938.4,60,Cotton,5.0,74.51
2021,West Bengal,29,2166.0,Laterite,26,Surface,49793.66,50,Groundnut,6.0,71.66
2021,Punjab,34,634.0,Alluvial,31,Furrow,19612.39,50,Cotton,5.0,65.1
2021,Chhattisgarh,6,1214.0,Laterite,27,Basin,14185.37,60,Paddy,10.0,32.47
2021,Punjab,27,741.0,Alluvial,37,Sprinkler,92737.58,40,Wheat,7.0,30.39
2021,Andhra Pradesh,20,1116.0,Black,26,Sprinkler,29822.21,60,Paddy,10.0,34.94
2021,Uttar Pradesh,21,614.0,Alluvial,42,Drip,6346.89,40,Cotton,5.0,67.45
2021,Chhattisgarh,21,1135.0,Red,32,Drip,63654.99,50,Maize,0.3,26.24
2021,Assam,19,2582.0,Alluvial,43,Surface,32512.33,40,Paddy,10.0,33.7
2021,Andhra Pradesh,34,901.0,Red,24,Sprinkler,73263.48,60,Groundnut,6.0,77.59
2021,Tamil Nadu,8,1195.0,Laterite,41,Surface,15035.77,35,Paddy,10.0,33.7
2021,Telangana,50,1129.0,Red,39,Sprinkler,25714.95,35,Cotton,5.0,74.51
2021,Uttar Pradesh,20,649.0,Alluvial,34,Furrow,6055.41,50,Cotton,5.0,67.45
2021,Telangana,35,900.0,Laterite,41,Drip,53095.45,50,Groundnut,6.0,79.97
2021,Uttar Pradesh,28,966.0,Laterite,30,Drip,60803.59,60,Paddy,10.0,32.47
2021,Andhra Pradesh,7,897.0,Black,37,Sprinkler,9629.87,35,Groundnut,6.0,77.59
2021,Tamil Nadu,11,1172.0,Laterite,24,Basin,9249.98,60,Groundnut,6.0,75.22
2021,Andhra Pradesh,48,836.0,Red,39,Drip,58166.02,35,Paddy,10.0,34.94
2021,Telangana,12,998.0,Black,30,Sprinkler,6793.25,60,Cotton,5.0,74.51
2021,Odisha,31,1736.0,Red,30,Surface,28845.59,45,Groundnut,6.0,79.97
2021,Punjab,24,576.0,Black,42,Furrow,10048.2,40,Cotton,5.0,65.1
2021,Telangana,25,915.0,Laterite,42,Drip,36895.02,35,Groundnut,6.0,79.97
2021,Andhra Pradesh,15,1070.0,Black,28,Sprinkler,34600.3,45,Groundnut,6.0,77.59
2021,Assam,11,2508.0,Laterite,37,Surface,18541.25,40,Paddy,10.0,33.7
2021,Chhattisgarh,24,1304.0,Red,37,Surface,54885.96,35,Maize,0.3,26.24
2021,Punjab,5,593.0,Black,33,Drip,2899.18,50,Cotton,5.0,65.1
2021,Odisha,37,1260.0,Red,34,Basin,11435.49,50,Cotton,5.0,74.51
2021,Assam,32,3041.0,Laterite,33,Basin,59510.79,40,Paddy,10.0,33.7
2021,Andhra Pradesh,28,824.0,Red,24,Furrow,6078.48,60,Cotton,5.0,72.16
2021,Telangana,22,1141.0,Red,31,Drip,12833.3,50,Cotton,5.0,74.51
2021,Uttar Pradesh,48,708.0,Alluvial,27,Furrow,11723.97,60,Cotton,5.0,67.45
2021,West Bengal,4,1774.0,Saline,37,Surface,1893.35,40,Greengram,5.0,106.26
2021,Assam,19,2415.0,Laterite,25,Surface,24720.4,50,Jute,4.0,58.66
2021,Uttar Pradesh,49,837.0,Black,31,Drip,107334.97,40,Groundnut,6.0,65.72
2021,Telangana,37,1046.0,Red,37,Drip,61627.51,50,Groundnut,6.0,79.97
2021,Odisha,27,1517.0,Laterite,32,Surface,6867.43,40,Cotton,5.0,74.51
2021,Assam,24,3009.0,Alluvial,39,Basin,44302.61,40,Paddy,10.0,33.7
2021,Punjab,31,560.0,Black,41,Furrow,13923.21,50,Cotton,5.0,65.1
2021,Uttar Pradesh,44,932.0,Alluvial,27,Sprinkler,25546.92,60,Greengram,5.0,100.38
2021,Uttar Pradesh,49,735.0,Alluvial,29,Furrow,25205.22,60,Greengram,5.0,100.38
2021,Assam,3,2712.0,Laterite,28,Surface,6632.8,60,Paddy,10.0,33.7
2021,Odisha,49,1286.0,Red,40,Surface,59453.73,50,Groundnut,6.0,79.97
2021,Odisha,26,1772.0,Red,31,Surface,5650.91,50,Cotton,5.0,74.51
2021,Assam,13,2451.0,Laterite,23,Basin,16245.47,60,Jute,4.0,58.66
2021,Tamil Nadu,11,800.0,Red,35,Drip,13942.59,50,Groundnut,6.0,75.22
2021,Punjab,48,776.0,Black,26,Furrow,152296.51,60,Paddy,10.0,33.7
2021,Tamil Nadu,20,847.0,Laterite,27,Furrow,7673.48,60,Cotton,5.0,70.98
2021,Punjab,34,796.0,Alluvial,26,Drip,23382.2,50,Cotton,5.0,65.1
2021,Andhra Pradesh,4,980.0,Black,37,Drip,4520.92,35,Paddy,10.0,34.94
2021,Assam,6,2287.0,Laterite,38,Surface,6952.67,40,Jute,4.0,58.66
2021,Punjab,37,637.0,Alluvial,26,Drip,125675.49,60,Wheat,7.0,30.39
2021,Assam,34,2750.0,Laterite,39,Basin,49482.73,50,Jute,4.0,58.66
2021,Odisha,41,1341.0,Red,41,Surface,11193.97,50,Cotton,5.0,74.51
2021,Assam,11,2745.0,Red,30,Surface,10686.81,60,Tea,-6.0,174.09
2021,Tamil Nadu,21,1044.0,Red,30,Drip,8326.7,45,Cotton,5.0,70.98
2021,Chhattisgarh,16,1455.0,Red,29,Basin,39883.95,60,Maize,0.3,26.24
2021,Andhra Pradesh,31,900.0,Laterite,32,Drip,24094.02,50,Groundnut,6.0,77.59
2021,Punjab,17,722.0,Black,32,Furrow,48151.5,50,Wheat,7.0,30.39
2021,Chhattisgarh,12,1447.0,Red,40,Surface,31338.12,50,Wheat,7.0,29.19
2021,Telangana,11,1193.0,Black,24,Surface,20717.02,60,Paddy,10.0,36.17
2021,Andhra Pradesh,31,1129.0,Black,30,Drip,7944.34,60,Cotton,5.0,72.16
2021,Telangana,25,1109.0,Black,31,Drip,15202.72,35,Cotton,5.0,74.51
2021,Chhattisgarh,4,1237.0,Red,37,Surface,11829.84,35,Wheat,7.0,29.19
2021,Odisha,4,1739.0,Red,40,Surface,7672.55,50,Paddy,10.0,36.17
2021,Odisha,27,1764.0,Laterite,36,Surface,5142.1,35,Cotton,5.0,74.51
2021,Andhra Pradesh,4,1165.0,Black,41,Basin,860.26,35,Cotton,5.0,72.16
2021,Uttar Pradesh,1,664.0,Laterite,23,Sprinkler,920.06,60,Groundnut,6.0,65.72
2021,Andhra Pradesh,22,1055.0,Red,33,Sprinkler,5597.13,35,Cotton,5.0,72.16
2021,Punjab,26,546.0,Black,36,Furrow,71702.05,50,Paddy,10.0,33.7
2021,Tamil Nadu,38,1083.0,Red,27,Sprinkler,49614.74,60,Groundnut,6.0,75.22
2021,Assam,32,3320.0,Laterite,25,Basin,53326.05,50,Paddy,10.0,33.7
2021,Punjab,4,695.0,Black,30,Drip,11543.65,50,Paddy,10.0,33.7
2021,Punjab,23,774.0,Black,24,Drip,77213.03,60,Wheat,7.0,30.39
2021,Telangana,42,993.0,Black,38,Drip,115653.99,35,Paddy,10.0,36.17
2021,Tamil Nadu,46,816.0,Laterite,37,Sprinkler,60507.81,50,Groundnut,6.0,75.22
2021,Odisha,28,1340.0,Laterite,38,Surface,7402.66,50,Cotton,5.0,74.51
2021,Uttar Pradesh,38,975.0,Laterite,35,Drip,34180.05,50,Groundnut,6.0,65.72
2021,Odisha,13,1618.0,Laterite,34,Basin,23475.14,40,Paddy,10.0,36.17
2021,Assam,5,2779.0,Red,37,Surface,6132.32,40,Tea,-6.0,174.09
2021,Assam,28,3392.0,Red,39,Basin,30501.46,50,Tea,-6.0,174.09
2021,Chhattisgarh,46,1264.0,Laterite,25,Surface,95566.08,45,Paddy,10.0,32.47
2021,Punjab,41,685.0,Black,31,Furrow,115846.36,50,Wheat,7.0,30.39
2021,Uttar Pradesh,49,1054.0,Alluvial,44,Sprinkler,12737.66,50,Cotton,5.0,67.45
2021,Andhra Pradesh,7,984.0,Laterite,40,Sprinkler,11694.39,35,Paddy,10.0,34.94
2021,Uttar Pradesh,33,603.0,Alluvial,29,Drip,10907.49,60,Cotton,5.0,67.45
2021,Uttar Pradesh,27,1024.0,Laterite,44,Sprinkler,30765.63,50,Groundnut,6.0,65.72
2021,Odisha,12,1621.0,Red,32,Basin,2465.3,40,Cotton,5.0,74.51
2021,Punjab,2,558.0,Alluvial,42,Sprinkler,5744.66,50,Wheat,7.0,30.39
2021,Punjab,48,555.0,Alluvial,43,Furrow,120893.38,40,Wheat,7.0,30.39
2021,Andhra Pradesh,12,1079.0,Black,29,Sprinkler,24840.7,60,Paddy,10.0,34.94
2021,Assam,35,2377.0,Laterite,40,Surface,45094.34,40,Jute,4.0,58.66
2021,Assam,15,2180.0,Red,35,Surface,18081.08,40,Tea,-6.0,174.09
2021,Chhattisgarh,34,1207.0,Laterite,29,Surface,77485.39,60,Maize,0.3,26.24
2021,West Bengal,33,1208.0,Alluvial,44,Basin,5527.73,40,Cotton,5.0,65.1
2021,Odisha,36,1400.0,Red,33,Basin,57928.38,40,Paddy,10.0,36.17
2021,Tamil Nadu,6,839.0,Laterite,26,Furrow,13721.98,60,Paddy,10.0,33.7
2021,Andhra Pradesh,15,965.0,Black,29,Drip,24624.46,60,Paddy,10.0,34.94
2021,Punjab,6,602.0,Alluvial,32,Drip,21715.03,40,Wheat,7.0,30.39
2021,Andhra Pradesh,8,1027.0,Red,39,Drip,2020.47,50,Cotton,5.0,72.16
2021,Andhra Pradesh,47,1059.0,Laterite,24,Sprinkler,91139.03,45,Groundnut,6.0,77.59
2021,Uttar Pradesh,2,779.0,Alluvial,44,Sprinkler,3316.46,40,Paddy,10.0,32.47
2021,Punjab,4,538.0,Black,28,Drip,2144.0,60,Cotton,5.0,65.1
2021,Andhra Pradesh,33,1176.0,Laterite,23,Surface,63141.9,60,Paddy,10.0,34.94
2021,West Bengal,49,2420.0,Saline,23,Surface,23323.48,50,Greengram,5.0,106.26
2021,Tamil Nadu,9,1196.0,Red,40,Basin,23503.93,50,Paddy,10.0,33.7
2021,Telangana,5,859.0,Black,39,Drip,9252.49,35,Paddy,10.0,36.17
2021,Tamil Nadu,38,811.0,Laterite,41,Sprinkler,12122.05,35,Cotton,5.0,70.98
2021,Chhattisgarh,46,1032.0,Red,34,Sprinkler,158136.05,50,Wheat,7.0,29.19
2021,Tamil Nadu,48,846.0,Laterite,40,Furrow,107127.07,35,Paddy,10.0,33.7
2021,Telangana,49,1023.0,Laterite,38,Sprinkler,58596.65,50,Groundnut,6.0,79.97
2021,Assam,47,2351.0,Laterite,29,Basin,74679.57,50,Jute,4.0,58.66
2021,Punjab,49,794.0,Black,31,Drip,156244.12,50,Wheat,7.0,30.39
2021,Tamil Nadu,40,953.0,Red,35,Sprinkler,32632.07,50,Groundnut,6.0,75.22
2021,Andhra Pradesh,37,993.0,Black,33,Drip,100235.54,50,Paddy,10.0,34.94
2021,Chhattisgarh,48,1288.0,Laterite,31,Basin,108068.57,35,Paddy,10.0,32.47
2021,Chhattisgarh,23,1283.0,Red,39,Basin,57595.68,35,Wheat,7.0,29.19
2021,Chhattisgarh,7,1568.0,Red,33,Basin,13764.02,50,Maize,0.3,26.24
2021,West Bengal,45,2379.0,Saline,34,Surface,22509.55,40,Greengram,5.0,106.26
2021,Tamil Nadu,31,1167.0,Red,30,Surface,33170.85,45,Groundnut,6.0,75.22
2021,Andhra Pradesh,28,1176.0,Black,42,Basin,24380.67,35,Groundnut,6.0,77.59
2021,West Bengal,27,2619.0,Alluvial,35,Basin,4037.83,40,Cotton,5.0,65.1
2021,Uttar Pradesh,39,772.0,Black,43,Sprinkler,18727.08,50,Greengram,5.0,100.38
2021,Chhattisgarh,49,1090.0,Red,23,Sprinkler,123674.2,60,Maize,0.3,26.24
2021,Uttar Pradesh,7,907.0,Laterite,34,Sprinkler,13521.69,50,Paddy,10.0,32.47
2021,Telangana,9,1047.0,Black,23,Sprinkler,26346.92,60,Paddy,10.0,36.17
2021,Andhra Pradesh,3,926.0,Red,25,Sprinkler,4590.09,45,Groundnut,6.0,77.59
2021,Telangana,42,978.0,Laterite,41,Drip,69469.54,50,Paddy,10.0,36.17
2021,Tamil Nadu,35,905.0,Laterite,31,Sprinkler,71742.16,50,Paddy,10.0,33.7
2021,Telangana,18,861.0,Red,38,Sprinkler,40374.66,50,Paddy,10.0,36.17
2021,Assam,1,2800.0,Alluvial,43,Basin,890.08,40,Tea,-6.0,174.09
2021,Punjab,10,729.0,Black,26,Sprinkler,36445.48,60,Wheat,7.0,30.39
2021,Tamil Nadu,24,1070.0,Red,30,Drip,61445.16,60,Paddy,10.0,33.7
2021,Odisha,14,1308.0,Red,27,Basin,3762.71,45,Cotton,5.0,74.51
2021,Odisha,40,1312.0,Laterite,36,Basin,8543.01,35,Cotton,5.0,74.51
2021,Assam,3,2122.0,Red,24,Surface,3351.36,50,Tea,-6.0,174.09
2021,West Bengal,47,1961.0,Alluvial,43,Basin,6936.01,40,Cotton,5.0,65.1
2021,Andhra Pradesh,39,972.0,Red,37,Drip,67168.5,50,Groundnut,6.0,77.59
2021,Assam,41,2744.0,Alluvial,23,Surface,50570.44,50,Jute,4.0,58.66
2021,Andhra Pradesh,7,955.0,Black,30,Sprinkler,16594.9,60,Paddy,10.0,34.94
2021,Punjab,18,509.0,Alluvial,40,Drip,9315.41,50,Cotton,5.0,65.1
2021,Uttar Pradesh,32,1088.0,Black,28,Drip,21199.96,50,Greengram,5.0,100.38
2021,Andhra Pradesh,2,1093.0,Red,31,Sprinkler,578.43,50,Cotton,5.0,72.16
2021,Punjab,39,698.0,Alluvial,33,Sprinkler,131266.95,50,Paddy,10.0,33.7
2021,Odisha,8,1469.0,Red,33,Basin,13602.05,40,Paddy,10.0,36.17
2021,Assam,35,2707.0,Laterite,30,Basin,51144.33,60,Jute,4.0,58.66
2021,Andhra Pradesh,8,1099.0,Red,42,Drip,17152.81,50,Paddy,10.0,34.94
2021,Telangana,4,942.0,Laterite,41,Sprinkler,3816.89,50,Groundnut,6.0,79.97
2021,Punjab,12,600.0,Alluvial,23,Sprinkler,37390.18,50,Paddy,10.0,33.7
2021,Assam,48,2181.0,Alluvial,44,Surface,94497.1,40,Paddy,10.0,33.7
2021,Andhra Pradesh,11,1141.0,Red,41,Sprinkler,3002.11,50,Cotton,5.0,72.16
2021,Odisha,10,1734.0,Laterite,24,Basin,2235.79,50,Cotton,5.0,74.51
2021,Assam,3,2126.0,Red,40,Surface,3348.18,40,Tea,-6.0,174.09
2021,Chhattisgarh,50,1000.0,Laterite,42,Drip,93314.41,50,Paddy,10.0,32.47
2021,Andhra Pradesh,34,806.0,Black,43,Furrow,59634.47,50,Groundnut,6.0,77.59
2021,Telangana,2,1168.0,Red,25,Surface,879.54,45,Cotton,5.0,74.51
2021,West Bengal,33,2407.0,Laterite,28,Basin,5566.86,50,Cotton,5.0,65.1
2021,Uttar Pradesh,31,979.0,Alluvial,25,Drip,11778.05,60,Cotton,5.0,67.45
2021,Assam,14,3163.0,Alluvial,23,Surface,32618.24,50,Paddy,10.0,33.7
2021,Punjab,34,558.0,Black,29,Sprinkler,18292.48,50,Cotton,5.0,65.1
2021,Odisha,11,1210.0,Laterite,34,Surface,17991.64,35,Paddy,10.0,36.17
2021,Chhattisgarh,36,1584.0,Laterite,35,Basin,86998.61,50,Wheat,7.0,29.19
2021,West Bengal,13,2046.0,Saline,26,Surface,5910.82,50,Greengram,5.0,106.26
2021,Punjab,40,532.0,Black,42,Sprinkler,119008.25,40,Wheat,7.0,30.39
2021,Odisha,4,1705.0,Laterite,42,Surface,964.64,35,Cotton,5.0,74.51
2021,Telangana,35,818.0,Red,38,Furrow,14640.59,50,Cotton,5.0,74.51
2021,Telangana,27,1137.0,Red,32,Sprinkler,76760.41,35,Paddy,10.0,36.17
2021,West Bengal,14,1511.0,Saline,40,Surface,6963.75,50,Greengram,5.0,106.26
2021,Odisha,22,1485.0,Red,31,Basin,14264.94,50,Groundnut,6.0,79.97
2021,Tamil Nadu,23,848.0,Red,25,Furrow,27655.24,60,Groundnut,6.0,75.22
2021,Odisha,50,1326.0,Red,36,Surface,33922.2,50,Groundnut,6.0,79.97
2021,West Bengal,31,1519.0,Alluvial,24,Basin,68033.14,60,Paddy,10.0,31.24
2021,Andhra Pradesh,30,873.0,Black,33,Furrow,34290.08,35,Groundnut,6.0,77.59
2021,Punjab,31,506.0,Alluvial,36,Furrow,13259.92,50,Cotton,5.0,65.1
2021,Uttar Pradesh,39,1092.0,Alluvial,32,Drip,51241.09,40,Groundnut,6.0,65.72
2021,Tamil Nadu,50,1125.0,Red,39,Sprinkler,118551.98,50,Paddy,10.0,33.7
2021,Odisha,4,1486.0,Red,41,Surface,800.43,40,Cotton,5.0,74.51
2021,West Bengal,28,1501.0,Laterite,41,Surface,42830.49,40,Groundnut,6.0,71.66
2021,Uttar Pradesh,32,625.0,Alluvial,42,Drip,7568.72,50,Cotton,5.0,67.45
2021,Andhra Pradesh,22,1028.0,Laterite,43,Sprinkler,19580.42,35,Paddy,10.0,34.94
2021,Odisha,3,1520.0,Red,41,Surface,4259.75,50,Paddy,10.0,36.17
2021,Telangana,1,1095.0,Black,41,Sprinkler,1475.31,35,Groundnut,6.0,79.97
2021,West Bengal,5,1606.0,Alluvial,27,Surface,698.89,60,Cotton,5.0,65.1
2021,Telangana,46,1058.0,Red,23,Sprinkler,23116.18,60,Cotton,5.0,74.51
2021,Telangana,4,941.0,Black,40,Drip,7863.32,50,Paddy,10.0,36.17
2021,Andhra Pradesh,42,862.0,Red,25,Furrow,28341.56,45,Groundnut,6.0,77.59
2021,Odisha,30,1610.0,Laterite,40,Surface,59533.58,35,Paddy,10.0,36.17
2021,Odisha,33,1519.0,Laterite,42,Basin,42457.4,50,Paddy,10.0,36.17
2021,West Bengal,15,2697.0,Alluvial,39,Surface,2064.92,40,Cotton,5.0,65.1
2021,Uttar Pradesh,25,1170.0,Black,30,Basin,62100.9,50,Paddy,10.0,32.47
2021,Odisha,1,1321.0,Red,43,Basin,1031.5,50,Groundnut,6.0,79.97
2021,Chhattisgarh,29,1587.0,Laterite,44,Surface,44384.94,35,Paddy,10.0,32.47
2021,Odisha,9,1645.0,Red,43,Surface,5040.6,50,Groundnut,6.0,79.97
2021,Punjab,28,673.0,Black,36,Drip,97777.31,50,Wheat,7.0,30.39
2021,Andhra Pradesh,31,942.0,Black,35,Drip,41417.36,35,Groundnut,6.0,77.59
2021,Tamil Nadu,29,1060.0,Red,43,Drip,25670.25,35,Groundnut,6.0,75.22
2021,Telangana,38,833.0,Black,42,Furrow,15479.74,50,Cotton,5.0,74.51
2021,Andhra Pradesh,17,865.0,Laterite,33,Furrow,32342.13,35,Paddy,10.0,34.94
2021,Punjab,11,581.0,Black,33,Sprinkler,4968.87,50,Cotton,5.0,65.1
2021,Odisha,36,1615.0,Red,34,Basin,56952.93,40,Paddy,10.0,36.17
2021,Andhra Pradesh,39,1105.0,Red,38,Drip,48552.91,50,Groundnut,6.0,77.59
2021,Odisha,36,1340.0,Laterite,42,Basin,24049.09,40,Groundnut,6.0,79.97
2021,Tamil Nadu,49,1093.0,Laterite,44,Drip,129460.15,50,Paddy,10.0,33.7
2021,Chhattisgarh,18,1394.0,Laterite,24,Basin,30117.83,45,Paddy,10.0,32.47
2021,Telangana,49,898.0,Laterite,37,Sprinkler,114033.04,50,Paddy,10.0,36.17
